image_id	caption
19375	painting of a couple of people walking down a dirt road
19376	a painting of a red, yellow, blue and black abstract design
19377	a drawing of a painting of a boat in a body of water
19378	painting of a bowl of fruit on a table with a cat
19379	a painting of a building with a blue roof and a red roof
19380	a painting of a woman with a vase of flowers in a room
19381	a painting of a guitar, vase, and other objects on a table
19383	an orange, blue and pink painting on a brown background
19384	a painting of a woman sitting at a table with a book
19385	a drawing of a woman sitting on a couch with her legs crossed
19386	a painting of a group of people in a room with a clock
19387	a drawing of a family sitting around a table eating
19388	painting of a city street with people walking and a car
19389	a painting of a woman sitting in a room with a peacock
19390	a drawing of a group of people sitting around a table
19392	a painting of a painting of a man kneeling in the middle of a circle
19393	a painting of a man in a black coat and white shirt
19394	a painting of a woman with a green shirt and a black hat
19395	a painting of a man with a beard and a white beard
19396	a painting of a nude woman laying on a grass covered field
19397	a painting of a woman in a white dress with a blue background
19398	a painting of a woman with a yellow dress and a black hat
19399	a painting of a group of people sitting in a park
19400	an old painting of a group of people sitting around a table
19401	a painting of a naked man and a woman in a wooded area
19402	a drawing of a woman sitting on a chair with a large belly
19403	painting of a village scene with a cat and a dog
19404	a black and white photo of a woman in a veil sitting in a chair
19405	painting of a river with a horse drawn carriage and a man on a path
19406	a painting of a woman laying on the ground next to a fence
19407	painting of a city with a clock tower and a clock tower
19408	painting of a dirt road in a wooded area with trees
19409	a painting of a man sitting in front of a painting
19410	painting of a woman in a bed with a man and a child
19411	a painting of a boat on a rocky shore near a body of water
19412	painting of an old woman sitting at a window sill
19413	a painting of a woman holding a baby and a man kneeling down
19414	a painting of a man riding a horse down a dirt road
19415	a painting of a family in a room with a man and woman
19416	a painting of a man in a military uniform with a red collar
19417	an image of a painting of an angel and a woman
19418	a painting of a woman in a white dress holding a book
19419	a painting of a woman holding a baby in her lap
19420	a painting of a woman in a red dress with a gold necklace
19422	a painting of two women sitting in a chair with a book
19423	a painting of a view of a city with a river and a tower
19424	a painting of a woman holding a baby in her lap
19425	a painting of two women standing next to each other
19426	a painting of three women sitting on a bed with a man standing next to them
19427	a painting of a woman with a bird on her head
19428	a drawing of a grid of lines on a white paper
19429	a drawing of a landscape with a river and trees
19430	an image of a painting of an angel with a bird in his hand
19433	a painting of a group of people standing around a building
19434	painting of a village in the woods with a bench and trees
19435	painting of a group of animals resting under a tree in a field
19436	a close up of a wooden sculpture of a building with a roof
19437	a close up of a painting of a person with a guitar
19438	a painting of a group of people in a wooded area
19439	a painting of a man in a red robe and black hat
19440	a close up of a painting of a woman reading a book
19441	a painting of a woman and child in a room
19442	a painting of a woman with a fur coat and a white collar
19443	a painting of a man with a bloody face sitting on a bench
19444	painting of people standing in the water near a clock tower
19445	a painting of a woman sitting on a rock reading a book
19446	a painting of jesus is nailed to the cross by a group of people
19447	a painting of three naked men sitting under a tree by the water
19449	a painting of a man sitting in a chair with his hands on his knees
19450	arafed portrait of a man in a suit and tie
19451	the ascension of christ by raphael delacco
19452	painting of a vase of flowers on a table with a book
19453	a painting of a woman in a red and white dress
19454	a painting of a woman in a blue dress holding a stick
19455	painting of a street scene with people walking and a horse drawn carriage
19457	a close up of a painting of three men standing next to each other
19458	painting of a couple and child in a field with ducks
19459	painting of a man in a hat holding a baseball bat
19460	a painting of a man in a black coat and a red cape
19461	a drawing of a man being carried by a woman
19462	a painting of a naked woman sitting on a couch with a red blanket
19463	a painting of a woman laying on the ground in a wooded area
19464	a painting of a man with a beard and a white shirt
19465	a painting of a village with a tree in the foreground
19466	a painting of a young girl in a gold dress sitting on a chair
19467	a drawing of a colorful striped pattern on a white paper
19468	painting of a living room with a couch and a chair
19469	painting of a woman sitting in a chair with a vase of flowers
19470	painting of a group of people standing on a street corner
19471	painting of a woman riding a horse with a man on it
19472	a painting of a woman in a black jacket and white gloves
19473	a painting of a young girl in a red dress with a cat
19474	a painting of a woman and two children sitting in a field
19475	a painting of a man in a black suit and a red cape
19476	a painting of a park with a bench and a dog in the grass
19479	painting of a river with trees and water in the background
19480	a painting of a woman in a red dress sitting on a chair
19481	a drawing of a woman holding a baby next to a bird
19482	painting of a yellow vase with blue background
19483	a painting of a naked man laying on a bed with a pillow
19484	painting of a painting of fruit and a bucket on a table
19485	painting of a painting of a forest with a pond and trees
19486	two paintings of men dressed in medieval clothing and holding swords
19487	painting of a road in a hilly landscape with a farm and a house
19488	painting of a landscape with a house and mountains in the distance
19489	a painting of a woman in a black dress with a gold necklace
19490	a painting of two women carrying a basket on their head
19491	a painting of a red, yellow and blue wave on a white background
19492	a painting of a river with trees and a sky in the background
19493	painting of a painting of a white vase and a white object
19494	arafed drawing of a man carrying a large piece of wood
19495	painting of a man in a brown coat holding a hat
19496	painting of a man and two horses pulling a wagon down a road
19497	a painting of a woman in a blue dress with a white collar
19498	a painting of a woman in a white dress and hat holding a baby
19499	a black and white drawing of a man with a beard
19500	a close up of a colorful painting of a person with a surfboard
19501	a painting of a man in a black coat holding a book
19502	a close up of a painting of a blue and red circle
19503	painting of a man looking out a window at a garden
19504	painting of a group of people in a circus with a man holding a bat
19505	a painting of a woman in a black dress sitting next to a dog
19507	a painting of a woman with long hair and a brown dress
19508	painting of a man and a child sitting on a bank by a river
19509	a painting of a man with a long beard and a black shirt
19511	a painting of a woman and a horse in a field
19512	painting of a painting of a bridge and a building with a clock tower
19513	a close up of a painting of a man with a beard
19514	a painting of a group of naked people in a wooded area
19515	painting of a boy in a suit and tie in a park
19516	arafed photograph of two hands reaching up to each other
19517	painting of a woman in a blue dress and a red hat holding an umbrella
19518	a painting of a woman with a blue umbrella in a field
19519	painting of a vase of flowers on a table with a cloth
19520	painting of a nude woman laying on a bed in a room
19521	a painting of a group of naked men sitting around a water fountain
19522	a painting of a boat on a river with trees in the background
19523	painting of three vases with different colors and shapes on them
19524	a painting of a group of people standing around a building
19525	a close up of a picture of an alien head made of many different pieces of paper
19526	a painting of a man kneeling down next to a woman
19527	a close up of a purple wall with a white background
19528	a painting of a field with flowers and a lake in the background
19529	a painting of a nude woman sitting on a rock
19530	a painting of a village with a dirt road and a few people
19531	a painting of a man in armor with a red cape
19532	a painting of a woman sitting in front of a mirror
19533	a painting of a woman with a blue hat and gloves
19534	a painting of a woman with a child in her lap
19535	a painting of a blue circle with black dots and a black line
19536	painting of a woman sitting at a table with a man
19537	a painting of a man with a tree on his head
19538	a painting of a hilly landscape with a village in the distance
19539	four different pictures of a man with a beard and a mustache
19540	a painting of a nude woman laying on a bed with a red curtain
19541	a painting of a man standing on a rock next to a river
19542	a painting of a woman sitting in a chair with a fan
19543	a painting of a woman and a child sitting on a bench
19544	painting of a woman in a red and white dress sitting down
19545	a painting of a yellow and red square with a red border
19546	a painting of a woman holding a basket of flowers
19548	painting of a man sitting at a table with a dog
19549	a painting of two women sitting on a bed with a cigarette
19550	a drawing of a woman sitting in a chair reading a book
19551	painting of a farm with a house and cows in a field
19553	painting of a painting of a gate with a man walking by
19554	a painting of a woman in a blue dress holding a dog
19555	painting of a couple in a hat and coat with a book
19556	a black and white drawing of a man sitting at a desk
19557	a painting of a woman sitting at a table with a glass of wine
19558	a black and white photo of a man with a beard
19559	painting of a vase with white and red flowers in it
19560	drawing of a man in a suit sitting on a chair
19561	drawing of a family in a room with paintings on the wall
19562	a painting of a woman holding a fan and a flower
19563	a painting of a woman sitting on a chair with a cat
19564	a painting of a woman sitting on a bench with a dog
19565	a painting of two women in blue dresses holding a bird
19566	a painting of a woman in a blue dress and bonnet sitting in a chair
19567	a painting of a woman and child sitting at a piano
19568	a painting of two women standing in a field with trees
19569	a painting of a man holding a baby and a woman reading a book
19570	a drawing of a woman and a man laying on a bed
19571	arafed painting of a man being taken to the cross
19572	painting of a group of people sitting around a table playing a game
19573	a painting of a man kneeling down next to a woman
19574	painting of a beach scene with a wave coming in to the shore
19575	painting of a man and a cow in a wooded area
19576	a painting of a man with a beard and a blue shirt
19577	drawing of a woman painting a picture of a tree in a room
19578	a painting of a tree with yellow leaves in a park
19579	a blue plastic tray with a white background
19580	drawing of a book shelf with books on it
19581	a drawing of a man holding a child in his arms
19582	painting of a woman laying on a bed with a pillow
19583	a painting of a boy with a rifle and a dog
19584	a painting of a bearded man with a chain around his neck
19585	a painting of a woman laying on a bed next to a deer
19587	a painting of a sunset with a red and yellow sky
19588	a painting of a field with trees and bushes in the background
19589	painting of a landscape with a distant plain and a distant sky
19590	arafed view of a beach with a mountain in the distance
19591	an image of a painting of an angel playing a flute
19592	a painting of a man and woman sitting on a bench
19593	painting of a man laying on a bed with a cat on it
19594	a painting of a doorway leading to a garden with a potted plant
19597	a painting of a square with a purple, orange and yellow stripe
19598	a painting of a woman standing on a beach with a surfboard
19599	painting of a vase with flowers in it on a table
19600	arafed woman sitting at a table with a vase and a tea pot
19601	arafed portrait of a young girl holding a tennis racket
19602	a painting of a woman in a brown dress and brown jacket
19603	painting of a woman laying on a couch with a man sitting beside her
19604	a painting of a blue and white elephant sitting on a yellow surface
19605	painting of a view of a village with a mountain in the background
19606	a painting of two people in a field with a fence
19607	a painting of a woman sitting on a rock holding a bird
19608	a painting of trees on a rocky cliff near the ocean
19609	a painting of a woman in a blue dress sitting in front of a mirror
19610	a painting of a woman in a red cloak and black dress
19613	a painting of a forest scene with a stream and a deer
19614	a drawing of a nude woman sitting on the ground with her hands behind her head
19615	painting of a bridge over a river with a boat in it
19616	a painting of a woman in a gold headdress and a pink dress
19617	a drawing of a woman holding a baby in her lap
19618	a painting of a man with a bleeding face and a woman
19619	a close up of a painting of a person on a cross
19621	a drawing of a man standing next to a dog and a cat
19622	painting of a street scene with people walking and a horse drawn carriage
19623	a painting of a woman with a black dress and a red hat
19624	a drawing of a woman sitting on a bench with a cat
19625	a painting of a house in a forest with trees and grass
19626	three paintings of the virgin and child with a man and woman
19627	a painting of a man with a mustache and a mustache on his head
19628	a drawing of a woman in a dress sitting down
19629	a painting of a woman with long hair and a flower in her hair
19630	painting of a boat on a body of water with a sky background
19631	painting of a beach scene with a man and a woman on a horse
19632	a painting of a man sitting on a boat in a river
19633	painting of a man sitting on a rock looking out over a river
19634	a drawing of a woman standing in a doorway with a towel
19635	painting of a couple on a pier looking out at the ocean
19637	a drawing of a doorway leading to a porch with steps
19638	a painting of a man sitting in a chair with a hat on his head
19639	a painting of a woman holding a baby and a book
19640	a close up of a stained glass window with a cross on it
19641	a painting of a naked man standing on a table with a bird
19642	a painting of a woman sitting on a chair with a necklace on her neck
19643	a painting of a woman in a straw hat sitting on a porch
19644	painting of a cabin in the woods with a path leading to it
19645	two women in renaissance dress sitting on a floor in a church
19646	a painting of a woman with a bird in her hair
19647	painting of a city square with a clock tower and a horse drawn carriage
19648	a painting of a woman sitting in a bath tub with a towel
19649	painting of two children sitting on a bench reading a book
19650	arafed photograph of a woman and a child sitting on a bench
19651	a painting of a woman wearing a yellow scarf and black dress
19652	there is a picture of a plane flying in the sky
19654	a close up of a painting of a man with a gun
19655	arafed picture of a painting of a woman holding a baby
19657	a painting of a woman holding a baby and two children
19658	a painting of a man and a woman with a rosary
19659	arafed photo of a woman in a dress in a field
19660	a painting of a woman in a white dress holding a flower
19661	an old photo of a mountain with a bird flying over it
19663	a close up of a book with a picture of a woman
19664	a painting of a young girl sitting at a table
19665	a drawing of a woman holding a cup and a sword
19666	a painting of a woman leaning against a wall with a cat
19667	a painting of a man with a black hat and a brown coat
19668	painting of a cow in a field with a tree in the background
19669	a painting of a woman with a pearl necklace on her neck
19670	a black and white drawing of a man and woman in a church
19671	a painting of a woman in a pink dress standing next to a cow
19672	a painting of a woman in a white dress standing in front of a mirror
19673	a painting of a yellow and gray sky over a body of water
19674	painting of a view of a town with a fence and a building
19675	a painting of a woman sitting in a chair with a red bow
19676	painting of a woman sitting on a bed with her head in her hands
19677	a close up of a tree with a bird on top of it
19678	a painting of a woman in a yellow jacket and black skirt
19680	painting of a woman in a red robe holding a cup
19682	painting of two women in dresses standing in front of a mirror
19683	a painting of a nude woman holding a piece of cloth
19684	painting of a baby in a white outfit laying on a bed
19685	painting of a group of people riding horses in a field
19686	a painting of a woman with a cat and a dog
19687	a painting of a naked woman sitting on a bed with a book
19688	a painting of a woman sitting on a rock playing a harp
19691	a drawing of a woman in a white dress with a veil
19692	painting of a snowy street scene with a tree and a car
19693	painting of a river with a bridge and a boat in the water
19694	a drawing of a woman's face with a head in a square
19695	painting of a nude man bending over in a bowl on a bed
19696	a painting of a forest with a deer in the middle of it
19697	a painting of a man with a black coat and a black scarf
19698	painting of a woman sitting on a couch with a cup of coffee
19699	a painting of a forest with trees and a bench in the foreground
19700	painting of a tree in a vase on a table in a room
19701	an old man with a white hair and a brown shirt
19702	a painting of a man in a black suit holding a knife
19703	painting of a rocky landscape with a lighthouse on a hill
19704	a painting of a woman in a fur stole sitting down
19705	painting of a rocky river with trees and rocks in the foreground
19708	a painting of a nativity scene with a manger and a woman
19709	a painting of a group of people sitting around a table
19711	a painting of a church with a tower in the distance
19713	a painting of jesus with his hands crossed and his face slightly turned
19714	a painting of a man sitting on a boat in a lake
19715	a painting of a woman holding a vase in her hands
19716	painting of a nude woman sitting on a bed with a lamp
19717	arafed drawing of a man on a horse with a sword
19718	a painting of two women in white dresses sitting on a bed
19719	painting of a group of trees in a field with a sky background
19720	painting of a view of a town with a train on the tracks
19721	painting of a group of people in a room with a painting on the wall
19722	a black and white drawing of a heart in a circle
19724	a painting of a wooded landscape with trees and a path
19725	a drawing of a man with a hat and a pipe
19726	a painting of a group of people in a room with a lot of stuff
19727	an image of a painting of two angels kneeling on a hill
19728	painting of a cow standing in front of a building with a tree
19729	painting of a woman laying on a couch with a cat
19730	a painting of a woman with a brown jacket and a black bow tie
19731	a painting of a painting of people and animals in a courtyard
19733	a drawing of a group of trees in a park with a bench
19734	a drawing of a woman sitting on a chair with a hat on
19735	a painting of a snowy forest with trees and snow on the ground
19736	a painting of a woman sitting on a red cushion with a goat
19737	a black and white drawing of a woman with a hat on her head
19738	a painting of a group of people standing around a man on a horse
19739	a close up of a painting of a man with a hat and a pipe
19740	painting of a village with a castle in the background
19741	arafed drawing of a forest with trees and bushes
19742	a painting of a woman in a white dress and a black coat
19743	painting of a group of people skating on a snowy day
19744	a painting of a woman on a balcony with a lantern
19745	a painting of a snowy landscape with a barn and a horse
19746	a painting of a woman and a child picking flowers from a tree
19747	a painting of a man with a beard sitting in a chair
19748	painting of a river with a small stream running through it
19749	a close up of a drawing of two nudes and a man
19750	a painting of a woman in a white dress holding a cane
19751	a painting of a woman in a black dress and white fur
19752	arafed drawing of a man sitting on a couch with a hat on
19753	a painting of a woman combing her hair in a room
19754	a painting of a boy in a red hat holding a cell phone
19755	a painting of a woman with a pearl necklace and a hat
19756	a painting of a little girl sitting on a chair holding a doll
19757	painting of a group of people in a forest with birds and flowers
19758	painting of a woman walking with a horse in a stable
19759	painting of a woman laying on the ground next to a fountain
19760	a painting of a woman kneeling down with a baby and other people
19761	painting of a woman in a red dress is cutting another woman's hair
19763	painting of a tree and a body of water with a city in the background
19764	a painting of a woman sitting in a field with trees
19768	a painting of a couple of large rocks in a field
19769	painting of a woman and a horse on a city street
19770	a painting of a woman holding a child in her arms
19771	painting of three women sitting in a room with a table and a vase
19772	a painting of flowers in pots on a table
19773	a painting of a group of people sitting around a statue
19775	a painting of a stream running through a forest filled with trees
19776	a painting of a mountain scene with a blue sky and some rocks
19777	a painting of three women in white veils standing next to each other
19779	a painting of a woman in a green dress and a yellow shawl
19780	a painting of a house with a yellow roof and a black roof
19781	painting of a man walking down a path in a wooded area
19782	painting of a building with a clock tower and a green lawn
19784	a painting of two women sitting on a blanket in a forest
19785	a painting of a man riding a horse next to a dog
19786	a painting of a tree in a field with a dirt road
19787	a painting of a woman with long hair and a necklace
19788	a painting of a young girl with long hair and a red dress
19789	a black and white drawing of a man handing something to a woman
19790	painting of a painting of a bunch of white roses in a vase
19791	a drawing of a nude woman sitting on a bed with a cat
19792	a black and white photo of a man sitting in a chair
19793	a black and white photo of a person standing in the water
19794	a painting of a forest with a pond and trees in the background
19795	a painting of a rocky beach with a sailboat in the distance
19796	a painting of a group of people standing around a baby
19797	a painting of a red flower with green leaves and a bird
19798	a painting of three women sitting on the ground with a dog
19799	painting of two women in brightly colored saris walking down a road
19800	a black and white photo of a woman holding a baby
19801	a painting of a woman sitting on a bench in a field
19802	a painting of a woman holding a baby in her arms
19803	a painting of a painting of a building with columns and trees
19805	a painting of a woman sitting on a hill with a dog
19807	a drawing of a rabbit with a long ear and a long tail
19809	a painting of a man and a child looking out a window
19810	a painting of a young man in a black suit and bow tie
19811	a painting of a group of people standing around a building
19812	a painting of a woman wearing a white head scarf
19814	painting of a woman sitting on the ground with a basket
19815	drawing of a man with a cross and a dog
19816	painting of a woman sitting on a couch with a hat on
19817	painting of three young girls in blue dresses in a room
19818	an old picture of a woman with a head scarf and a hat
19819	a drawing of a group of people sitting around a table
19820	a drawing of a man in a hat and coat
19821	a painting of a woman with a flower in her hair
19822	a painting of a woman in a red dress bending over
19823	a drawing of a flock of birds flying over a body of water
19824	a painting of a man bending over to pick up something
19825	a painting of a man with a staff and a child
19826	a painting of a woman with a black hair and a white shirt
19827	drawing of a snowy forest with trees and a bench
19828	painting of a still life of apples and a pitcher on a red cloth
19829	a painting of a woman in a bikini holding a knife
19831	a painting of a group of people standing around a cross
19832	a painting of a woman and a child in a park
19833	a painting of a woman sitting on a bed with a blanket
19834	painting of a house with a view of a city in the distance
19835	a painting of a woman wearing a hat and scarf
19836	sketches of a man and a woman walking with a dog
19837	arafed female nude lying in a wooded landscape with a bird
19838	two women sitting at a table with a cup of tea
19839	a close up of a painting of a man with a hat and a beard
19840	a painting of a group of naked people in a field
19841	painting of three birds with wings and a bird on a table
19842	painting of a yellow rose in a black vase on a table
19843	a drawing of a woman with her head in her hands
19844	a painting of a woman in a yellow dress holding a basket
19845	a painting of a little girl sitting at a table with a plate
19846	a painting of a woman holding a baby and two babies
19847	a close up of a drawing of a man's head with a line of hair
19848	a drawing of a nude woman sitting on a couch
19849	painting of a house with a garden and trees in the background
19851	painting of two lemons on a cloth on a table
19852	a painting of a woman in a purple robe is holding her hands together
19853	painting of a painting of a horse and a man in a field
19854	a painting of a city with a lot of boats in the water
19855	a painting of a field with trees and a full moon
19856	a painting of a beach with a boat in the water
19857	a painting of a woman in a blue dress standing in a field
19858	painting of a man standing on a balcony with a view of a field
19859	a painting of a house with a windmill in the background
19860	painting of a street scene with people walking and a church in the background
19862	a painting of a woman holding a baby in her lap
19863	a painting of a house with a garden and a lake in the background
19864	a painting of a woman laying on a man's back in a room
19865	a painting of a woman sitting on a throne surrounded by other people
19866	there are many flowers in vases on a table with a red cloth
19869	a painting of a woman holding a baby and a bird
19870	a painting of a group of people in a field with trees
19871	painting of a mosque in a town with a horse drawn carriage
19872	three nudes with an apple by sandro botticcio
19874	a painting of a man with a hat and a red cape
19875	painting of a woman laying in bed with a book and a lamp
19876	painting of a man in a white shirt and red pants holding a sword
19877	a painting of a woman in a pink dress opening a door
19878	a painting of a group of people sitting around a table
19879	a painting of two men sitting at a table in front of a window
19880	a painting of a landscape with hills and trees
19881	a painting of a woman bending over to pick up something
19882	painting of a couple sitting on a bench in a park
19883	a painting of a woman sitting on a blue couch in a room
19884	a painting of a group of people sitting on a blanket under a tree
19885	painting of a man sitting on a chair in a park
19886	a close up of a woman in a black dress holding a book
19887	painting of a horse and a man walking down a street
19888	painting of a woman sitting on a bench with a candle
19889	painting of a house in a field with a tree in the background
19890	painting of a wooded landscape with cows grazing in the foreground
19891	painting of a bench in a garden with flowers and a dog
19892	a painting of a group of trees in a field with grass
19893	painting of a woman standing in a room with a chair and a vase
19894	painting of a dining room with a table and chairs and a painting of a woman
19895	painting of a harbor scene with boats and buildings in the background
19896	a painting of a group of people sitting on a hill near a lake
19897	drawing of a landscape with a mountain and a river in the background
19898	a painting of a man sitting on a stool next to a woman
19899	painting of a woman holding a baby in a room with a table and a teapot
19900	a painting of a woman with a flower in her mouth
19901	a painting of a river with flowers and bushes in the background
19902	drawing of a street with people walking down it and a horse drawn carriage
19903	painting of a chair on a porch with a view of the ocean
19904	a drawing of a woman sitting on a blanket with a hand reaching for a cat
19906	drawing of a woman sleeping on a couch with a blanket
19907	a painting of two dancers in a room with a mirror
19910	a painting of a woman laying on a bed with a cat
19912	painting of a group of people sitting around a table on a porch
19913	a painting of a woman sitting on a couch holding a baby
19914	a painting of a woman sitting on a ledge with a fan
19915	arafed drawing of three women sitting on a couch
19916	a painting of a man sitting in a chair with a bottle of wine
19917	a drawing of a man and woman sitting on a bed
19919	a painting of a woman in a veil and pearls
19921	a painting of a group of people walking through a forest
19922	a painting of a naked woman holding a knife and a knife
19923	a painting of a woman sitting on a bed with a basket
19924	a painting of a man on a cross with a woman on a cart
19925	a black and white drawing of a woman sitting on a chair
19926	two girls in traditional clothing standing in a field with a dog
19927	an old man sitting in a chair with a pipe in his hand
19928	a painting of a woman holding a baby and a bow
19929	a painting of a man and two women sitting at a table
19930	three nudes with pearls and pearls on their necks
19931	a painting of a mountain with clouds above it
19932	a painting of a painting of a house in a field
19933	a painting of a man and a woman sitting next to each other
19934	a painting of a woman holding a child in her arms
19935	a painting of a woman spinning a spinning wheel on a porch
19936	a painting of a man with a giant wheel and a woman
19937	a painting of a woman sitting on the ground with a dog
19938	a painting of a man sitting in a chair with his hands on his knees
19939	a painting of a snowy landscape with a mountain in the background
19940	painting of a woman in a red dress sitting in the woods
19941	painting of a street scene with a bus and people walking
19942	a painting of a painting of a park with a bench and trees
19943	a painting of a young girl in a white shirt
19944	a painting of a painting of a man kneeling in front of a group of people
19945	a painting of a woman laying on a bed with her head on her hands
19946	painting of a woman sitting at a table with a pear on it
19947	a painting of a painting of a forest with trees and grass
19948	painting of a group of dancers in front of a mirror
19949	a painting of a young girl wearing a flower crown
19950	painting of a woman in a yellow hat and a yellow scarf
19951	a painting of a nude woman laying on a bed with a towel
19952	a painting of a woman in a white shirt and blue dress
19955	a painting of a man standing in front of a dark background
19956	painting of a farm scene with a white house and a horse
19957	a painting of a woman in a red dress holding a cup
19958	a painting of a mountain with a cliff in the background
19959	a painting of a woman sitting at a table reading a book
19960	a painting of a man and woman standing next to each other
19961	a painting of a woman with a bird and a dove
19962	a painting of a forest scene with a path through the woods
19963	a painting of a house with a thatched roof and a tree
19964	a painting of a purple and green landscape with trees
19965	painting of a horse drawn carriage in front of a building
19966	three nudes with a bird in their hand and a woman holding a flower
19967	a painting of a woman in a tutu and a book
19968	painting of a vase with flowers in it on a table
19969	painting of three red poppies in a vase on a blue background
19970	a painting of a woman sitting on a couch with a blue blanket
19971	painting of a woman in a white apron sitting at a table
19972	drawing of a bird sitting on a branch with a white background
19975	a painting of a woman smelling a rose in a garden
19976	a painting of a man and woman with a baby
19977	a black and white photo of a man with a beard
19978	a painting of a woman with long hair and a white shirt
19980	a painting of a city with a red roof and a mountain in the background
19982	a painting of a nude woman sitting on a towel in a field
19983	a painting of a man in a black coat and hat
19984	a painting of a woman in a white dress standing on a stage
19985	a painting of a woman and two horses in a field
19988	painting of a couple walking in a forest with an umbrella
19991	a painting of a river with a small town in the middle of it
19992	a painting of a field with two trees and a cow grazing
19993	painting of a painting of a house and a horse in a field
19994	painting of a man plowing a field with horses and a horse drawn carriage
19996	a painting of a couple sitting on a porch in front of a house
19997	a painting of three dancers in green skirts and a man in a red shirt
19998	a painting of a woman sitting on a chair with a pink shirt
19999	a painting of a woman sitting on a rock in a white dress
20000	a painting of a nude woman with a towel on her back
20001	a painting of a man sitting on a couch reading a book
20002	painting of a moss covered hill with a tree in the background
20003	painting of a vase of flowers on a table with two vases
20005	a painting of a woman in a dress and wreathed headdress
20006	a painting of a woman washing a child's hands in a room
20007	a painting of a woman holding a child in a forest
20008	a painting of a woman sitting in a chair with a cat
20009	a painting of a man in a military uniform with a green hat
20010	painting of a bowl of fruit on a table with a blue curtain
20011	a painting of a woman in a black dress holding a fan
20012	painting of a man leaning against a wall with a guitar
20013	a drawing of a woman with a curly hair and a smile
20014	a painting of a young girl with a flower in her hair
20016	painting of a woman holding a baby in a room with a horse
20017	a drawing of a group of people surrounded by angels
20018	a painting of a man playing a violin in a room
20019	a painting of a woman wearing a veil and a white scarf
20020	a painting of a woman playing a guitar with two babies
20021	a painting of a woman in a black dress sitting on a chair
20022	a painting of a woman standing on a porch with a cat
20024	a painting of a woman with a long hair combing her hair
20025	painting of a vase with flowers on a table with a mirror
20026	a painting of a windmill in a field with a house in the background
20027	a black and white drawing of a man with a hat
20028	painting of two horses in a village with a house in the background
20030	a painting of a woman in a red headdress and a white dress
20031	a painting of two nudes and a dog in a room
20032	painting of a woman walking down a path in a garden
20034	arafed picture of a woman and a child in a field
20035	a painting of a farm scene with a red barn and a dirt road
20036	a painting of a woman in a white dress holding a scroll
20037	an old photo of a woman in a white dress sitting on a chair
20038	a painting of a village with a road and a hill in the background
20039	a black and white drawing of a man with a hat on
20040	a painting of a mountain scene with cattle grazing in a field
20041	a painting of a nude woman in a bowl with a red background
20042	painting of a man laying on a rug with a cat on the floor
20043	a painting of a naked man standing next to a naked woman
20044	a painting of a woman and two men on the beach
20045	a painting of a young girl in a white dress standing on a rocky beach
20046	a painting of a man in a black suit holding a ring
20047	a painting of a nude woman sitting on a towel holding a fan
20048	a painting of a woman sitting on a couch with a towel
20049	a painting of a group of dancers in a room with a piano
20050	a painting of a field with trees and hills in the background
20051	painting of a group of naked people in a body of water
20052	a painting of a woman in a white dress sitting on a grass covered field
20053	painting of a sailboat in the water with a city in the background
20054	painting of a building with a clock tower and trees in front of it
20056	a painting of a young girl in a white dress sitting on a bed
20057	a drawing of a man with long hair and a beard
20058	a painting of a woman playing a harp in a room
20059	a painting of a man with a ring in his hand
20060	a painting of a mountain with a house and trees in the foreground
20061	a painting of two naked men standing next to a tree
20062	a painting of a man in a pink shirt standing with his hands on his hips
20063	a drawing of a building with a tower and a tree
20064	a painting of two women sitting in a field with a parasol
20065	a painting of a gazebo in a field with trees and people
20066	a close up of a painting of a woman with a red headband
20067	painting of three women playing chess in a room with a dog
20068	drawing of a goat and a tree in a field with birds flying overhead
20069	drawing of a snowy mountain with a person skiing on it
20070	a painting of a woman sitting in a chair with a pink shirt
20072	painting of a mountain with a flock of sheep and a tree
20073	a painting of a man in a suit and tie sitting down
20074	a painting of a view of a river with a castle in the distance
20076	painting of a man sitting on a rock with a dog
20077	painting of a river scene with a boat and buildings
20078	a painting of a woman in a blue dress and hat
20079	a painting of two dancers in a room with a mirror
20080	painting of a river scene with a man and a dog by a bridge
20081	painting of a village scene with a hut and a cow
20082	a painting of a woman reading a book with flowers in her hand
20083	painting of a bunch of fruit on a table with a bunch of grapes
20084	a painting of a woman in a yellow dress and a hat
20085	a painting of a young girl with a dog in a chair
20086	painting of a man with a mustache wearing a hat and a suit
20087	a painting of a street with a building and trees in the background
20088	a painting of a little girl with a blue bow in her hair
20089	a painting of a woman in a blue dress and a white hat
20090	painting of a man with a mustache and a hat
20091	painting of a woman in a black dress and a man in a white shirt
20092	a painting of a man in a black coat and white collar
20093	painting of a farm with a dirt road and a barn
20095	a painting of a woman sitting on a rock in a wooded area
20097	a painting of a field with trees and a house in the distance
20098	a painting of a nude woman sitting on a towel in a field
20099	painting of a man sitting at a table with a book and a statue
20100	a painting of a road with a house on the side
20102	a painting of a little girl with a cross on her neck
20103	a painting of a nude woman sitting on a rock in the water
20104	painting of a woman and child sitting on a bench with a dog
20105	a painting of a woman sitting on a swing in a garden
20106	drawing of a church with a steeple and a steeple on the top
20107	a painting of a naked woman in a towel standing in a field
20108	a painting of a river with trees and a hill in the background
20109	painting of a green field with trees and bushes in the background
20110	painting of a colorful landscape with a hot air balloon flying over it
20111	a painting of a woman with a bonnet and a black dress
20112	a painting of a woman looking at a mirror in front of a mirror
